Count,Timestamp,IMU,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,QuatW,QuatX,QuatY,QuatZ
36914,00:03:21.606,IMU6,2.07,-9.61,0.34,0.0,0.0,0.0,-0.06,41.44,-2.25,-0.44,-0.53,0.44,0.57
36914,00:03:21.606,IMU7,-1.15,2.95,9.08,0.0,-0.0,-0.01,22.94,-17.56,-40.69,0.05,0.16,0.76,0.62
36915,00:03:21.611,IMU5,-0.27,6.82,-7.21,0.0,0.0,0.0,12.81,-59.75,-16.38,0.9,0.22,0.07,0.36
36915,00:03:21.611,IMU6,2.07,-9.61,0.34,-0.01,0.0,0.0,-0.06,41.44,-2.25,-0.44,-0.53,0.44,0.57
36915,00:03:21.611,IMU7,-1.15,2.95,9.08,0.0,-0.0,-0.01,22.94,-17.56,-40.69,0.05,0.16,0.76,0.62
36916,00:03:21.617,IMU5,-0.27,6.82,-7.21,0.0,0.0,0.0,12.81,-59.75,-16.38,0.9,0.22,0.07,0.36
36916,00:03:21.617,IMU6,2.07,-9.61,0.34,-0.01,0.0,0.0,-0.06,41.44,-2.25,-0.44,-0.53,0.44,0.57
36916,00:03:21.617,IMU7,-1.15,2.87,9.12,0.0,-0.0,-0.01,22.94,-17.56,-40.69,0.05,0.16,0.76,0.62
36917,00:03:21.621,IMU5,-0.27,6.82,-7.21,0.0,0.0,0.0,12.81,-59.75,-16.38,0.9,0.22,0.07,0.36
36917,00:03:21.621,IMU6,2.07,-9.61,0.34,0.0,-0.0,-0.0,-0.06,41.44,-2.25,-0.44,-0.53,0.44,0.57
36917,00:03:21.621,IMU7,-1.15,2.87,9.12,0.0,0.0,0.0,22.94,-17.56,-40.69,0.05,0.16,0.76,0.62
36918,00:03:21.628,IMU5,-0.27,6.82,-7.21,0.0,0.0,0.0,12.81,-59.75,-16.38,0.9,0.22,0.07,0.36
36918,00:03:21.628,IMU6,2.07,-9.61,0.34,0.0,-0.0,-0.0,-0.06,41.44,-2.25,-0.44,-0.53,0.44,0.57
36918,00:03:21.628,IMU7,-1.15,2.87,9.12,0.0,0.0,0.0,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36919,00:03:21.635,IMU5,-0.27,6.82,-7.21,0.0,0.0,0.0,12.81,-59.75,-16.38,0.9,0.22,0.07,0.36
36919,00:03:21.635,IMU6,2.07,-9.61,0.34,0.01,-0.0,0.01,-0.06,41.44,-2.25,-0.44,-0.53,0.44,0.57
36919,00:03:21.635,IMU7,-1.15,2.87,9.12,0.0,0.0,0.0,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36920,00:03:21.643,IMU5,-0.27,6.82,-7.21,0.0,0.0,0.0,12.81,-59.75,-16.38,0.9,0.22,0.07,0.36
36920,00:03:21.643,IMU6,2.07,-9.61,0.34,0.01,-0.0,0.01,-0.06,41.44,-2.25,-0.44,-0.53,0.44,0.57
36920,00:03:21.643,IMU7,-1.15,2.87,9.12,0.01,0.0,0.0,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36921,00:03:21.646,IMU5,-0.27,6.82,-7.21,0.0,0.0,0.0,12.81,-59.75,-16.38,0.9,0.22,0.07,0.36
36921,00:03:21.646,IMU6,2.07,-9.61,0.34,0.0,0.0,0.0,-0.06,41.44,-2.25,-0.44,-0.53,0.44,0.57
36921,00:03:21.646,IMU7,-1.15,2.87,9.12,0.01,0.0,0.0,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36922,00:03:21.653,IMU5,-0.27,6.82,-7.21,0.0,0.0,0.0,12.81,-59.75,-16.38,0.9,0.22,0.07,0.36
36922,00:03:21.653,IMU6,2.07,-9.61,0.34,0.0,0.0,0.0,-0.06,41.44,-2.25,-0.44,-0.53,0.44,0.57
36922,00:03:21.653,IMU7,-1.15,2.87,9.12,-0.01,0.0,-0.01,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36923,00:03:21.661,IMU5,-0.27,6.82,-7.21,0.0,0.0,0.0,12.81,-59.75,-16.38,0.9,0.22,0.07,0.36
36923,00:03:21.661,IMU6,2.11,-9.54,0.5,0.0,0.0,0.0,-0.06,41.44,-2.25,-0.44,-0.53,0.44,0.57
36923,00:03:21.661,IMU7,-1.15,2.87,9.12,-0.01,0.0,-0.01,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36924,00:03:21.669,IMU5,-0.27,6.86,-7.23,0.0,0.0,0.0,12.81,-59.75,-16.38,0.9,0.22,0.07,0.36
36924,00:03:21.669,IMU6,2.11,-9.54,0.5,-0.0,0.0,0.0,-0.06,41.44,-2.25,-0.44,-0.53,0.44,0.57
36924,00:03:21.669,IMU7,-1.15,2.87,9.12,0.0,-0.01,-0.0,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36925,00:03:21.672,IMU5,-0.27,6.86,-7.23,0.0,0.0,0.0,13.81,-59.75,-16.12,0.9,0.22,0.07,0.36
36925,00:03:21.672,IMU6,2.11,-9.54,0.5,-0.0,0.0,0.0,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36925,00:03:21.672,IMU7,-1.15,2.87,9.12,0.0,-0.01,-0.0,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36926,00:03:21.678,IMU5,-0.27,6.86,-7.23,0.0,0.0,0.0,13.81,-59.75,-16.12,0.9,0.22,0.07,0.36
36926,00:03:21.678,IMU6,2.11,-9.54,0.5,-0.0,0.0,0.0,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36926,00:03:21.678,IMU7,-1.15,2.87,9.12,0.0,0.01,0.0,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36927,00:03:21.686,IMU5,-0.27,6.86,-7.23,0.0,0.0,0.0,13.81,-59.75,-16.12,0.9,0.22,0.07,0.36
36927,00:03:21.686,IMU6,2.11,-9.54,0.5,0.0,0.0,-0.01,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36927,00:03:21.686,IMU7,-1.15,2.87,9.12,0.0,0.01,0.0,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36928,00:03:21.693,IMU5,-0.27,6.86,-7.23,0.0,0.0,0.0,13.81,-59.75,-16.12,0.9,0.22,0.07,0.36
36928,00:03:21.693,IMU6,2.11,-9.54,0.5,0.0,0.0,-0.01,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36928,00:03:21.693,IMU7,-1.15,2.87,9.12,0.0,-0.01,0.0,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36929,00:03:21.696,IMU5,-0.27,6.86,-7.23,0.0,0.0,0.0,13.81,-59.75,-16.12,0.9,0.22,0.07,0.36
36929,00:03:21.696,IMU6,2.11,-9.54,0.5,-0.0,0.0,-0.01,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36929,00:03:21.696,IMU7,-1.15,2.87,9.12,0.0,-0.01,0.0,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36930,00:03:21.704,IMU5,-0.27,6.86,-7.23,0.0,0.0,0.0,13.81,-59.75,-16.12,0.9,0.22,0.07,0.36
36930,00:03:21.704,IMU6,2.11,-9.54,0.5,-0.0,0.0,-0.01,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36930,00:03:21.704,IMU7,-1.19,2.95,9.16,0.0,-0.01,0.0,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36931,00:03:21.711,IMU5,-0.27,6.86,-7.23,0.0,0.0,0.0,13.81,-59.75,-16.12,0.9,0.22,0.07,0.36
36931,00:03:21.711,IMU6,2.11,-9.54,0.5,0.0,0.0,0.0,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36931,00:03:21.711,IMU7,-1.19,2.95,9.16,-0.0,0.01,-0.0,23.62,-18.25,-40.38,0.05,0.16,0.76,0.62
36932,00:03:21.714,IMU5,-0.27,6.86,-7.23,0.0,0.0,0.0,13.81,-59.75,-16.12,0.9,0.22,0.07,0.36
36932,00:03:21.714,IMU6,2.11,-9.54,0.5,0.0,0.0,0.0,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36932,00:03:21.714,IMU7,-1.19,2.95,9.16,-0.0,0.01,-0.0,22.94,-17.81,-39.94,0.05,0.16,0.76,0.62
36933,00:03:21.718,IMU5,-0.27,6.86,-7.23,0.0,0.0,0.0,13.81,-59.75,-16.12,0.9,0.22,0.07,0.36
36933,00:03:21.718,IMU6,2.11,-9.54,0.5,0.0,0.0,0.0,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36933,00:03:21.718,IMU7,-1.19,2.95,9.16,-0.0,0.01,-0.0,22.94,-17.81,-39.94,0.05,0.16,0.76,0.62
36934,00:03:21.725,IMU5,-0.27,6.86,-7.23,0.0,0.0,0.0,13.81,-59.75,-16.12,0.9,0.22,0.07,0.36
36934,00:03:21.725,IMU6,2.11,-9.54,0.5,0.0,0.0,0.0,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36934,00:03:21.725,IMU7,-1.19,2.95,9.16,0.0,0.01,0.0,22.94,-17.81,-39.94,0.05,0.16,0.76,0.62
36935,00:03:21.728,IMU5,-0.27,6.86,-7.23,0.0,0.0,0.0,13.81,-59.75,-16.12,0.9,0.22,0.07,0.36
36935,00:03:21.728,IMU6,2.11,-9.54,0.5,-0.01,0.0,-0.01,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36935,00:03:21.728,IMU7,-1.19,2.95,9.16,0.0,0.01,0.0,22.94,-17.81,-39.94,0.05,0.16,0.76,0.62
36936,00:03:21.733,IMU5,-0.34,6.82,-7.23,0.0,0.0,0.0,13.81,-59.75,-16.12,0.9,0.22,0.07,0.36
36936,00:03:21.733,IMU6,2.11,-9.54,0.5,-0.01,0.0,-0.01,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36936,00:03:21.733,IMU7,-1.19,2.95,9.16,-0.0,-0.0,-0.01,22.94,-17.81,-39.94,0.05,0.16,0.76,0.62
36937,00:03:21.739,IMU5,-0.34,6.82,-7.23,0.0,0.0,0.0,13.94,-60.62,-17.19,0.9,0.22,0.07,0.36
36937,00:03:21.739,IMU6,2.11,-9.8,0.38,-0.01,0.0,-0.01,-1.06,42.81,-1.44,-0.44,-0.53,0.44,0.57
36937,00:03:21.739,IMU7,-1.19,2.95,9.16,-0.0,-0.0,-0.01,22.94,-17.81,-39.94,0.05,0.16,0.76,0.62
36938,00:03:21.744,IMU5,-0.34,6.82,-7.23,0.0,0.0,0.0,13.94,-60.62,-17.19,0.9,0.22,0.07,0.36
36938,00:03:21.744,IMU6,2.11,-9.8,0.38,-0.01,0.0,-0.01,0.25,42.19,-1.81,-0.44,-0.53,0.44,0.57
36938,00:03:21.744,IMU7,-1.19,2.95,9.16,0.0,-0.01,-0.0,22.94,-17.81,-39.94,0.05,0.16,0.76,0.62
36939,00:03:21.747,IMU5,-0.34,6.82,-7.23,0.0,0.0,0.0,13.94,-60.62,-17.19,0.9,0.22,0.07,0.36
36939,00:03:21.747,IMU6,2.11,-9.8,0.38,-0.0,-0.0,-0.01,0.25,42.19,-1.81,-0.44,-0.53,0.44,0.57
36939,00:03:21.747,IMU7,-1.19,2.95,9.16,0.0,-0.01,-0.0,22.94,-17.81,-39.94,0.05,0.16,0.76,0.62
36940,00:03:21.754,IMU5,-0.34,6.82,-7.23,0.0,0.0,0.0,13.94,-60.62,-17.19,0.9,0.22,0.07,0.36
36940,00:03:21.754,IMU6,2.11,-9.8,0.38,-0.0,-0.0,-0.01,0.25,42.19,-1.81,-0.44,-0.53,0.44,0.57
36940,00:03:21.754,IMU7,-1.11,2.87,9.08,0.0,-0.01,-0.0,22.94,-17.81,-39.94,0.05,0.16,0.76,0.62
36941,00:03:21.760,IMU5,-0.34,6.82,-7.23,0.0,0.0,0.0,13.94,-60.62,-17.19,0.9,0.22,0.07,0.36
36941,00:03:21.760,IMU6,2.11,-9.8,0.38,0.0,0.0,-0.0,0.25,42.19,-1.81,-0.44,-0.53,0.44,0.57
36941,00:03:21.760,IMU7,-1.11,2.87,9.08,0.0,-0.01,-0.0,23.94,-17.19,-40.69,0.05,0.16,0.76,0.62
36942,00:03:21.765,IMU5,-0.34,6.82,-7.23,0.0,0.0,0.0,13.94,-60.62,-17.19,0.9,0.22,0.07,0.36
36942,00:03:21.765,IMU6,2.11,-9.8,0.38,0.0,0.0,-0.0,0.25,42.19,-1.81,-0.44,-0.53,0.44,0.57
36942,00:03:21.765,IMU7,-1.11,2.87,9.08,-0.0,0.0,0.02,23.94,-17.19,-40.69,0.05,0.16,0.76,0.62
36943,00:03:21.769,IMU5,-0.34,6.82,-7.23,0.0,0.0,0.0,13.94,-60.62,-17.19,0.9,0.22,0.07,0.36
36943,00:03:21.769,IMU6,2.11,-9.8,0.38,-0.0,0.0,0.0,0.25,42.19,-1.81,-0.44,-0.53,0.44,0.57
36943,00:03:21.769,IMU7,-1.11,2.87,9.08,-0.0,0.0,0.02,23.94,-17.19,-40.69,0.05,0.16,0.76,0.62
36944,00:03:21.775,IMU5,-0.34,6.82,-7.23,0.0,0.0,0.0,13.94,-60.62,-17.19,0.9,0.22,0.07,0.36
36944,00:03:21.775,IMU6,2.11,-9.8,0.38,-0.0,0.0,0.0,0.25,42.19,-1.81,-0.44,-0.53,0.44,0.57
36944,00:03:21.775,IMU7,-1.11,2.87,9.08,-0.02,0.02,-0.0,23.94,-17.19,-40.69,0.05,0.16,0.76,0.62
36945,00:03:21.780,IMU5,-0.34,6.82,-7.23,0.0,0.0,0.0,13.94,-60.62,-17.19,0.9,0.22,0.07,0.36
36945,00:03:21.780,IMU6,2.07,-9.58,0.5,-0.0,0.0,0.0,0.25,42.19,-1.81,-0.44,-0.53,0.44,0.57
36945,00:03:21.780,IMU7,-1.11,2.87,9.08,-0.02,0.02,-0.0,23.94,-17.19,-40.69,0.05,0.16,0.76,0.62
36946,00:03:21.786,IMU5,-0.3,6.86,-7.31,0.0,0.0,0.0,13.94,-60.62,-17.19,0.9,0.22,0.07,0.36
36946,00:03:21.786,IMU6,2.07,-9.58,0.5,-0.0,0.0,0.0,0.25,41.56,-1.88,-0.44,-0.53,0.44,0.57
36946,00:03:21.786,IMU7,-1.11,2.87,9.08,0.0,0.02,0.0,23.94,-17.19,-40.69,0.05,0.16,0.76,0.62
36947,00:03:21.789,IMU5,-0.3,6.86,-7.31,0.0,0.0,0.0,13.94,-60.62,-17.19,0.9,0.22,0.07,0.36
36947,00:03:21.789,IMU6,2.07,-9.58,0.5,0.01,-0.0,-0.0,0.25,41.56,-1.88,-0.44,-0.53,0.44,0.57
36947,00:03:21.789,IMU7,-1.11,2.87,9.08,0.0,0.02,0.0,23.94,-17.19,-40.69,0.05,0.16,0.76,0.62
36948,00:03:21.794,IMU5,-0.3,6.86,-7.31,0.0,0.0,0.0,15.81,-62.06,-18.62,0.9,0.22,0.07,0.36
36948,00:03:21.794,IMU6,2.07,-9.58,0.5,0.01,-0.0,-0.0,0.25,41.56,-1.88,-0.44,-0.53,0.44,0.57
36948,00:03:21.794,IMU7,-1.19,2.87,9.08,0.0,0.02,0.0,23.94,-17.19,-40.69,0.05,0.16,0.76,0.62
36949,00:03:21.797,IMU5,-0.3,6.86,-7.31,0.0,0.0,0.0,15.81,-62.06,-18.62,0.9,0.22,0.07,0.36
36949,00:03:21.797,IMU6,2.07,-9.58,0.5,-0.0,0.0,-0.0,0.25,41.56,-1.88,-0.44,-0.53,0.44,0.57
36949,00:03:21.797,IMU7,-1.19,2.87,9.08,0.0,0.02,0.0,23.19,-16.0,-40.62,0.05,0.16,0.76,0.62
36950,00:03:21.804,IMU5,-0.3,6.86,-7.31,0.0,0.0,0.0,15.81,-62.06,-18.62,0.9,0.22,0.07,0.36
36950,00:03:21.804,IMU6,2.07,-9.58,0.5,-0.0,0.0,-0.0,0.25,41.56,-1.88,-0.44,-0.53,0.44,0.57
36950,00:03:21.804,IMU7,-1.19,2.87,9.08,-0.02,0.0,-0.01,23.19,-16.0,-40.62,0.05,0.16,0.76,0.62
36951,00:03:21.811,IMU5,-0.3,6.86,-7.31,0.0,0.0,0.0,15.81,-62.06,-18.62,0.9,0.22,0.07,0.36
36951,00:03:21.811,IMU6,2.07,-9.58,0.5,0.0,-0.0,-0.0,0.25,41.56,-1.88,-0.44,-0.53,0.44,0.57
36951,00:03:21.811,IMU7,-1.19,2.87,9.08,-0.02,0.0,-0.01,23.19,-16.0,-40.62,0.05,0.16,0.76,0.62
36952,00:03:21.817,IMU5,-0.3,6.86,-7.24,0.0,0.0,0.0,15.81,-62.06,-18.62,0.9,0.22,0.07,0.36
36952,00:03:21.817,IMU6,2.07,-9.58,0.5,0.0,-0.0,-0.0,0.25,41.56,-1.88,-0.44,-0.53,0.44,0.57
36952,00:03:21.817,IMU7,-1.19,2.87,9.08,0.0,-0.0,-0.0,23.19,-16.0,-40.62,0.05,0.16,0.76,0.62
36953,00:03:21.820,IMU5,-0.3,6.86,-7.24,0.0,0.0,0.0,15.81,-62.06,-18.62,0.9,0.22,0.07,0.36
36953,00:03:21.820,IMU6,2.11,-9.61,0.42,0.0,-0.0,-0.0,0.25,41.56,-1.88,-0.44,-0.53,0.44,0.57
36953,00:03:21.820,IMU7,-1.19,2.87,9.08,0.0,-0.0,-0.0,23.19,-16.0,-40.62,0.05,0.16,0.76,0.62
36954,00:03:21.824,IMU5,-0.3,6.86,-7.24,0.0,0.0,0.0,13.44,-59.44,-16.38,0.9,0.22,0.07,0.36
36954,00:03:21.824,IMU6,2.11,-9.61,0.42,0.0,-0.0,-0.0,0.0,42.06,-2.44,-0.44,-0.53,0.44,0.57
36954,00:03:21.824,IMU7,-1.19,2.87,9.08,0.0,-0.01,0.0,23.19,-16.0,-40.62,0.05,0.16,0.76,0.62
36955,00:03:21.827,IMU5,-0.3,6.86,-7.24,0.0,0.0,0.0,13.44,-59.44,-16.38,0.9,0.22,0.07,0.36
36955,00:03:21.827,IMU6,2.11,-9.61,0.42,-0.0,0.0,0.0,0.0,42.06,-2.44,-0.44,-0.53,0.44,0.57
36955,00:03:21.827,IMU7,-1.19,2.87,9.08,0.0,-0.01,0.0,23.19,-16.0,-40.62,0.05,0.16,0.76,0.62
36956,00:03:21.834,IMU5,-0.3,6.86,-7.24,0.0,0.0,0.0,13.44,-59.44,-16.38,0.9,0.22,0.07,0.36
36956,00:03:21.834,IMU6,2.11,-9.61,0.42,-0.0,0.0,0.0,0.0,42.06,-2.44,-0.44,-0.53,0.44,0.57
36956,00:03:21.834,IMU7,-1.19,2.87,9.08,0.0,-0.01,0.01,23.19,-16.0,-40.62,0.05,0.16,0.76,0.62
36957,00:03:21.841,IMU5,-0.3,6.86,-7.24,0.0,0.0,0.0,13.44,-59.44,-16.38,0.9,0.22,0.07,0.36
36957,00:03:21.841,IMU6,2.11,-9.61,0.42,-0.01,0.0,0.0,0.0,42.06,-2.44,-0.44,-0.53,0.44,0.57
36957,00:03:21.841,IMU7,-1.19,2.87,9.08,0.0,-0.01,0.01,23.19,-16.0,-40.62,0.05,0.16,0.76,0.62
36958,00:03:21.847,IMU5,-0.3,6.86,-7.24,0.0,0.0,0.0,13.44,-59.44,-16.38,0.9,0.22,0.07,0.36
36958,00:03:21.847,IMU6,2.11,-9.61,0.42,-0.01,0.0,0.0,0.0,42.06,-2.44,-0.44,-0.53,0.44,0.57
36958,00:03:21.847,IMU7,-1.19,2.87,9.08,0.0,-0.01,0.0,23.19,-16.0,-40.62,0.05,0.16,0.76,0.62
36959,00:03:21.851,IMU5,-0.3,6.86,-7.24,0.0,0.0,0.0,13.44,-59.44,-16.38,0.9,0.22,0.07,0.36
36959,00:03:21.851,IMU6,2.11,-9.61,0.42,0.0,0.0,-0.0,0.0,42.06,-2.44,-0.44,-0.53,0.44,0.57
36959,00:03:21.851,IMU7,-1.19,2.87,9.08,0.0,-0.01,0.0,23.19,-16.0,-40.62,0.05,0.16,0.76,0.62
36960,00:03:21.857,IMU5,-0.3,6.86,-7.24,0.0,0.0,0.0,13.44,-59.44,-16.38,0.9,0.22,0.07,0.36
36960,00:03:21.857,IMU6,2.11,-9.61,0.42,0.0,0.0,-0.0,0.0,42.06,-2.44,-0.44,-0.53,0.44,0.57
36960,00:03:21.857,IMU7,-1.15,2.91,9.5,0.0,-0.01,0.0,23.19,-16.0,-40.62,0.05,0.16,0.76,0.62
36961,00:03:21.863,IMU5,-0.3,6.86,-7.24,0.0,0.0,0.0,13.44,-59.44,-16.38,0.9,0.22,0.07,0.36
36961,00:03:21.863,IMU6,2.11,-9.61,0.42,-0.0,-0.0,0.0,0.0,42.06,-2.44,-0.44,-0.53,0.44,0.57
36961,00:03:21.863,IMU7,-1.15,2.91,9.5,0.0,-0.01,0.0,23.69,-19.06,-40.44,0.05,0.16,0.76,0.62
36962,00:03:21.869,IMU5,-0.3,6.82,-7.24,0.0,0.0,0.0,13.44,-59.44,-16.38,0.9,0.22,0.07,0.36
36962,00:03:21.869,IMU6,2.11,-9.61,0.42,-0.0,-0.0,0.0,0.0,42.06,-2.44,-0.44,-0.53,0.44,0.57
36962,00:03:21.869,IMU7,-1.15,2.91,9.5,-0.0,0.01,0.0,23.69,-19.06,-40.44,0.05,0.16,0.76,0.62
36963,00:03:21.872,IMU5,-0.3,6.82,-7.24,0.0,0.0,0.0,13.44,-59.44,-16.38,0.9,0.22,0.07,0.36
36963,00:03:21.872,IMU6,2.11,-9.61,0.42,0.0,0.0,0.0,0.0,42.06,-2.44,-0.44,-0.53,0.44,0.57
36963,00:03:21.872,IMU7,-1.15,2.91,9.5,-0.0,0.01,0.0,23.69,-19.06,-40.44,0.05,0.16,0.77,0.62
36964,00:03:21.877,IMU5,-0.3,6.82,-7.24,0.0,0.0,0.0,14.94,-60.0,-17.12,0.9,0.22,0.07,0.36
36964,00:03:21.877,IMU6,2.11,-9.61,0.42,0.0,0.0,0.0,0.0,42.06,-2.44,-0.44,-0.53,0.44,0.57
36964,00:03:21.877,IMU7,-1.15,2.91,9.5,0.02,0.01,0.0,23.69,-19.06,-40.44,0.05,0.16,0.77,0.62
36965,00:03:21.880,IMU5,-0.3,6.82,-7.24,0.0,0.0,0.0,14.94,-60.0,-17.12,0.9,0.22,0.07,0.36
36965,00:03:21.880,IMU6,2.07,-9.69,0.34,0.0,0.0,0.0,0.0,42.06,-2.44,-0.44,-0.53,0.44,0.57
36965,00:03:21.880,IMU7,-1.15,2.91,9.5,0.02,0.01,0.0,23.69,-19.06,-40.44,0.05,0.16,0.77,0.62
36966,00:03:21.888,IMU5,-0.3,6.82,-7.24,0.0,0.0,0.0,14.94,-60.0,-17.12,0.9,0.22,0.07,0.36
36966,00:03:21.888,IMU6,2.07,-9.69,0.34,0.0,0.0,0.0,-0.06,42.38,-2.06,-0.44,-0.53,0.44,0.57
36966,00:03:21.888,IMU7,-1.15,2.91,9.5,0.02,-0.01,-0.01,23.69,-19.06,-40.44,0.05,0.16,0.77,0.62
36967,00:03:21.896,IMU5,-0.3,6.82,-7.24,0.0,0.0,0.0,14.94,-60.0,-17.12,0.9,0.22,0.07,0.36
36967,00:03:21.896,IMU6,2.07,-9.69,0.34,0.01,-0.0,-0.01,-0.06,42.38,-2.06,-0.44,-0.53,0.44,0.57
36967,00:03:21.896,IMU7,-1.15,2.91,9.5,0.02,-0.01,-0.01,23.69,-19.06,-40.44,0.05,0.16,0.76,0.62
36968,00:03:21.904,IMU5,-0.3,6.82,-7.24,0.0,0.0,0.0,14.94,-60.0,-17.12,0.9,0.22,0.07,0.36
36968,00:03:21.904,IMU6,2.07,-9.69,0.34,0.01,-0.0,-0.01,-0.06,42.38,-2.06,-0.44,-0.53,0.44,0.57
36968,00:03:21.904,IMU7,-1.15,2.91,9.5,0.0,0.01,0.0,23.69,-19.06,-40.44,0.05,0.16,0.76,0.62
36969,00:03:21.907,IMU5,-0.3,6.82,-7.24,0.0,0.0,0.0,14.94,-60.0,-17.12,0.9,0.22,0.07,0.36
36969,00:03:21.907,IMU6,2.07,-9.69,0.34,-0.01,-0.0,0.01,-0.06,42.38,-2.06,-0.44,-0.53,0.44,0.57
36969,00:03:21.907,IMU7,-1.15,2.91,9.5,0.0,0.01,0.0,23.69,-19.06,-40.44,0.05,0.16,0.76,0.62
36970,00:03:21.915,IMU5,-0.3,6.82,-7.24,0.0,0.0,0.0,14.94,-60.0,-17.12,0.9,0.22,0.07,0.36
36970,00:03:21.915,IMU6,2.07,-9.69,0.34,-0.01,-0.0,0.01,-0.06,42.38,-2.06,-0.44,-0.53,0.44,0.57
36970,00:03:21.915,IMU7,-1.15,2.91,9.0,0.0,0.01,0.0,23.69,-19.06,-40.44,0.05,0.16,0.76,0.62
36971,00:03:21.925,IMU5,-0.3,6.82,-7.24,0.0,0.0,0.0,14.94,-60.0,-17.12,0.9,0.22,0.07,0.36
36971,00:03:21.925,IMU6,2.07,-9.69,0.34,0.01,-0.0,-0.0,-0.06,42.38,-2.06,-0.44,-0.53,0.44,0.57
36971,00:03:21.925,IMU7,-1.15,2.91,9.0,0.0,0.01,0.0,23.19,-16.69,-39.44,0.05,0.16,0.76,0.62
36972,00:03:21.932,IMU5,-0.3,6.82,-7.24,0.0,0.0,0.0,14.94,-60.0,-17.12,0.9,0.22,0.07,0.36
