Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,QuatW,QuatX,QuatY,QuatZ,Tilt,Obliquity,Rotation
2.059202194213867,0.23,-0.0,9.8,-0.0,0.0,-0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.120020627975464,0.23,-0.0,9.8,0.0,-0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.120340585708618,0.23,-0.0,9.8,0.0,-0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.120540142059326,0.23,0.07,9.76,0.0,-0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.1207222938537598,0.23,0.07,9.76,0.0,-0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.12109112739563,0.23,0.07,9.76,0.0,0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.1212997436523438,0.23,0.07,9.76,0.0,0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.1215059757232666,0.23,0.07,9.76,-0.0,-0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.121718645095825,0.23,0.07,9.76,-0.0,-0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.1218957901000977,0.23,0.04,9.84,-0.0,-0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.122074842453003,0.23,0.04,9.84,-0.0,-0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.1222422122955322,0.23,0.04,9.84,-0.0,-0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.122384786605835,0.23,0.04,9.84,-0.0,-0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.12251877784729,0.23,0.04,9.84,-0.0,-0.0,-0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.122661590576172,0.23,0.04,9.84,-0.0,-0.0,-0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.122802495956421,0.23,0.04,9.84,0.0,-0.01,-0.01,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.1867737770080566,0.23,0.04,9.84,0.0,-0.01,-0.01,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.18709659576416,0.23,0.04,9.84,0.0,0.0,-0.01,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.187366485595703,0.23,0.04,9.84,0.0,0.0,-0.01,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.1875922679901123,0.23,0.07,9.8,0.0,0.0,-0.01,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.1878509521484375,0.23,0.07,9.8,0.0,0.0,-0.01,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.1880459785461426,0.23,0.07,9.8,0.0,0.0,-0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.188283920288086,0.23,0.07,9.8,0.0,0.0,-0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.188445568084717,0.23,0.07,9.8,-0.0,0.0,-0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.255647897720337,0.23,0.07,9.8,-0.0,0.0,-0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.255974292755127,0.23,-0.0,9.8,-0.0,0.0,-0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.2562034130096436,0.23,-0.0,9.8,0.01,0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.2563765048980713,0.23,-0.0,9.8,0.01,0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.2565603256225586,0.23,-0.0,9.8,0.01,0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.256749153137207,0.23,-0.0,9.8,0.01,0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.256927967071533,0.23,-0.0,9.8,0.01,0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.2570641040802,0.23,-0.0,9.8,0.0,0.0,-0.01,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.2572240829467773,0.23,-0.0,9.8,0.0,0.0,-0.01,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.25736665725708,0.23,0.07,9.84,0.0,0.0,-0.01,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.2574849128723145,0.23,0.07,9.84,-0.0,0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.2576308250427246,0.23,0.07,9.84,-0.0,0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.2577528953552246,0.23,0.07,9.84,-0.0,0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.257901668548584,0.23,0.07,9.84,-0.0,-0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.258009672164917,0.23,0.07,9.84,-0.0,-0.0,0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.2581093311309814,0.23,0.07,9.84,0.01,0.0,0.01,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.2582695484161377,0.23,0.07,9.84,0.01,0.0,0.01,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.2583839893341064,0.23,0.07,9.84,0.0,0.0,-0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.258513927459717,0.23,0.07,9.84,0.0,0.0,-0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.2586448192596436,0.27,0.04,9.84,0.0,0.0,-0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.258772850036621,0.27,0.04,9.84,0.0,0.0,-0.0,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
2.321986198425293,0.27,0.04,9.84,-0.0,-0.0,0.01,0.01,-0.0,0.83,0.55,-1.8609115353683976e-14,1.2385485795834728e-13,1.1796689743450771e-14
