Count,Timestamp,IMU,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,QuatX,QuatY,QuatZ,QuatW
38658,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-17.44,-6.88,-27.56,-0.09,0.12,-0.89,0.42
38658,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.92,9.54,-11.88,-31.31,-12.06,0.01,0.05,-0.99,0.16
38659,00:03:25,IMU1,0.0,0.0,0.0,1.38,-0.92,9.54,-2.19,-5.12,-29.88,0.05,-0.07,0.93,0.35
38659,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-19.25,-6.88,-22.5,-0.09,0.12,-0.89,0.42
38659,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.92,9.54,-11.88,-31.31,-12.06,0.01,0.05,-0.99,0.16
38660,00:03:25,IMU1,0.0,0.0,0.0,1.38,-0.92,9.54,-2.19,-5.12,-29.88,0.05,-0.07,0.93,0.35
38660,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-19.25,-6.88,-22.5,-0.09,0.12,-0.89,0.42
38660,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-11.88,-31.31,-12.06,0.01,0.05,-0.99,0.16
38661,00:03:25,IMU1,0.0,0.0,0.0,1.38,-0.92,9.54,-2.19,-5.12,-29.88,0.05,-0.07,0.93,0.35
38661,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-19.25,-6.88,-22.5,-0.09,0.12,-0.89,0.42
38661,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-11.5,-30.25,-15.94,0.01,0.05,-0.99,0.16
38662,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.5,-2.19,-5.12,-29.88,0.05,-0.07,0.93,0.35
38662,00:03:25,IMU2,0.0,0.0,-0.01,0.65,-2.87,9.34,-19.25,-6.88,-22.5,-0.09,0.12,-0.89,0.42
38662,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-11.5,-30.25,-15.94,0.01,0.05,-0.99,0.16
38663,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.5,-2.19,-5.12,-29.88,0.05,-0.07,0.93,0.35
38663,00:03:25,IMU2,0.0,0.0,-0.01,0.61,-2.91,9.38,-19.25,-6.88,-22.5,-0.09,0.12,-0.89,0.42
38663,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-11.5,-30.25,-15.94,0.01,0.05,-0.99,0.16
38664,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.5,-2.19,-5.12,-29.88,0.05,-0.07,0.93,0.35
38664,00:03:25,IMU2,0.0,0.0,-0.01,0.61,-2.91,9.38,-18.88,-8.69,-24.81,-0.09,0.12,-0.89,0.42
38664,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-11.5,-30.25,-15.94,0.01,0.05,-0.99,0.16
38665,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-2.19,-5.12,-29.88,0.05,-0.07,0.93,0.35
38665,00:03:25,IMU2,0.0,0.0,-0.01,0.65,-2.84,9.34,-18.88,-8.69,-24.81,-0.09,0.12,-0.89,0.42
38665,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-11.5,-30.25,-15.94,0.01,0.05,-0.99,0.16
38666,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,0.0,-7.38,-30.62,0.05,-0.07,0.93,0.35
38666,00:03:25,IMU2,0.0,0.0,-0.01,0.65,-2.84,9.34,-17.44,-5.44,-23.69,-0.09,0.12,-0.89,0.42
38666,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-11.5,-30.25,-15.94,0.01,0.05,-0.99,0.16
38667,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,0.0,-7.38,-30.62,0.05,-0.07,0.93,0.35
38667,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.84,9.34,-17.44,-5.44,-23.69,-0.09,0.12,-0.89,0.42
38667,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-11.5,-30.25,-15.94,0.01,0.05,-0.99,0.16
38668,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,0.0,-7.38,-30.62,0.05,-0.07,0.93,0.35
38668,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.84,9.34,-17.44,-5.44,-23.69,-0.09,0.12,-0.89,0.42
38668,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-11.5,-30.25,-15.94,0.01,0.05,-0.99,0.16
38669,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,0.0,-7.38,-30.62,0.05,-0.07,0.93,0.35
38669,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.84,9.34,-17.44,-5.44,-23.69,-0.09,0.12,-0.89,0.42
38669,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-11.5,-30.25,-15.94,0.01,0.05,-0.99,0.16
38670,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-1.44,-8.12,-28.69,0.05,-0.07,0.93,0.35
38670,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.84,9.34,-17.44,-5.44,-23.69,-0.09,0.12,-0.89,0.42
38670,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-12.94,-35.25,-14.0,0.01,0.05,-0.99,0.16
38671,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-1.44,-8.12,-28.69,0.05,-0.07,0.93,0.35
38671,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.84,9.34,-17.44,-5.44,-23.69,-0.09,0.12,-0.89,0.42
38671,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-12.94,-35.25,-14.0,0.01,0.05,-0.99,0.16
38672,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-1.44,-8.12,-28.69,0.05,-0.07,0.93,0.35
38672,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.84,9.34,-17.44,-5.44,-23.69,-0.09,0.12,-0.89,0.42
38672,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-12.94,-35.25,-14.0,0.01,0.05,-0.99,0.16
38673,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-1.44,-8.12,-28.69,0.05,-0.07,0.93,0.35
38673,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-17.44,-5.44,-23.69,-0.09,0.12,-0.89,0.42
38673,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-12.94,-35.25,-14.0,0.01,0.05,-0.99,0.16
38674,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-1.44,-8.12,-28.69,0.05,-0.07,0.93,0.35
38674,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-17.06,-5.81,-27.56,-0.09,0.12,-0.89,0.42
38674,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-12.94,-35.25,-14.0,0.01,0.05,-0.99,0.16
38675,00:03:25,IMU1,0.0,0.0,0.0,1.42,-0.84,9.5,-1.44,-8.12,-28.69,0.05,-0.07,0.93,0.35
38675,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-17.06,-5.81,-27.56,-0.09,0.12,-0.89,0.42
38675,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-12.94,-35.25,-14.0,0.01,0.05,-0.99,0.16
38676,00:03:25,IMU1,0.0,0.0,0.0,1.42,-0.84,9.5,-1.44,-6.62,-29.88,0.05,-0.07,0.93,0.35
38676,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-17.06,-5.81,-27.56,-0.09,0.12,-0.89,0.42
38676,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-12.94,-35.25,-14.0,0.01,0.05,-0.99,0.16
38677,00:03:25,IMU1,0.0,0.0,0.0,1.42,-0.84,9.5,-1.44,-6.62,-29.88,0.05,-0.07,0.93,0.35
38677,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-17.06,-5.81,-27.56,-0.09,0.12,-0.89,0.42
38677,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-12.94,-35.25,-14.0,0.01,0.05,-0.99,0.16
38678,00:03:25,IMU1,0.0,0.0,0.0,1.42,-0.84,9.5,-1.44,-6.62,-29.88,0.05,-0.07,0.93,0.35
38678,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-17.06,-5.81,-27.56,-0.09,0.12,-0.89,0.42
38678,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-12.94,-35.25,-14.0,0.01,0.05,-0.99,0.16
38679,00:03:25,IMU1,0.0,0.0,0.0,1.42,-0.84,9.5,-1.44,-6.62,-29.88,0.05,-0.07,0.93,0.35
38679,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-17.06,-5.81,-27.56,-0.09,0.12,-0.89,0.42
38679,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.65,-12.94,-35.25,-14.0,0.01,0.05,-0.99,0.16
38680,00:03:25,IMU1,0.0,0.0,0.0,1.42,-0.84,9.5,-1.44,-6.62,-29.88,0.05,-0.07,0.93,0.35
38680,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-16.0,-5.44,-26.0,-0.09,0.12,-0.89,0.42
38680,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.65,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38681,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.46,-1.44,-6.62,-29.88,0.05,-0.07,0.93,0.35
38681,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-16.0,-5.44,-26.0,-0.09,0.12,-0.89,0.42
38681,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.65,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38682,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.46,-2.94,-5.12,-29.88,0.05,-0.07,0.93,0.35
38682,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-16.0,-5.44,-26.0,-0.09,0.12,-0.89,0.42
38682,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.65,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38683,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.46,-2.94,-5.12,-29.88,0.05,-0.07,0.93,0.35
38683,00:03:25,IMU2,-0.01,0.0,0.0,0.65,-2.87,9.38,-16.0,-5.44,-26.0,-0.09,0.12,-0.89,0.42
38683,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.65,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38684,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.46,-2.94,-5.12,-29.88,0.05,-0.07,0.93,0.35
38684,00:03:25,IMU2,-0.01,0.0,0.0,0.65,-2.87,9.38,-16.0,-5.44,-26.0,-0.09,0.12,-0.89,0.42
38684,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.65,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38685,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.54,-2.94,-5.12,-29.88,0.05,-0.07,0.93,0.35
38685,00:03:25,IMU2,-0.01,0.0,0.0,0.65,-2.87,9.38,-16.0,-5.44,-26.0,-0.09,0.12,-0.89,0.42
38685,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.65,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38686,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.54,-2.94,-5.12,-29.88,0.05,-0.07,0.93,0.35
38686,00:03:25,IMU2,-0.01,0.0,0.0,0.65,-2.87,9.38,-18.19,-8.31,-24.81,-0.09,0.12,-0.89,0.42
38686,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.65,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38687,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.54,-0.69,-7.0,-30.25,0.05,-0.07,0.93,0.35
38687,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-18.19,-8.31,-24.81,-0.09,0.12,-0.89,0.42
38687,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.65,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38688,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.54,-0.69,-7.0,-30.25,0.05,-0.07,0.93,0.35
38688,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-18.19,-8.31,-24.81,-0.09,0.12,-0.89,0.42
38688,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.65,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38689,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.54,-0.69,-7.0,-30.25,0.05,-0.07,0.93,0.35
38689,00:03:25,IMU2,0.01,0.0,0.0,0.65,-2.87,9.38,-18.19,-8.31,-24.81,-0.09,0.12,-0.89,0.42
38689,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38690,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.54,-0.69,-7.0,-30.25,0.05,-0.07,0.93,0.35
38690,00:03:25,IMU2,0.01,0.0,0.0,0.65,-2.87,9.38,-18.19,-8.31,-24.81,-0.09,0.12,-0.89,0.42
38690,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38691,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.54,-0.69,-7.0,-30.25,0.05,-0.07,0.93,0.35
38691,00:03:25,IMU2,0.01,0.0,0.0,0.61,-2.87,9.38,-18.19,-8.31,-24.81,-0.09,0.12,-0.89,0.42
38691,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38692,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.88,9.54,-0.69,-7.0,-30.25,0.05,-0.07,0.93,0.35
38692,00:03:25,IMU2,0.01,0.0,0.0,0.61,-2.87,9.38,-17.81,-6.12,-25.25,-0.09,0.12,-0.89,0.42
38692,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38693,00:03:25,IMU1,0.0,0.0,0.0,1.42,-0.92,9.5,-0.69,-7.0,-30.25,0.05,-0.07,0.93,0.35
38693,00:03:25,IMU2,0.0,0.0,0.0,0.61,-2.87,9.38,-17.81,-6.12,-25.25,-0.09,0.12,-0.89,0.42
38693,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38694,00:03:25,IMU1,0.0,0.0,0.0,1.42,-0.92,9.5,-0.69,-7.0,-30.25,0.05,-0.07,0.93,0.35
38694,00:03:25,IMU2,0.0,0.0,0.0,0.61,-2.87,9.38,-17.81,-6.12,-25.25,-0.09,0.12,-0.89,0.42
38694,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38695,00:03:25,IMU1,0.0,0.0,0.0,1.42,-0.92,9.5,-1.44,-8.12,-31.44,0.05,-0.07,0.93,0.35
38695,00:03:25,IMU2,0.0,0.0,0.0,0.61,-2.87,9.38,-17.81,-6.12,-25.25,-0.09,0.12,-0.89,0.42
38695,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38696,00:03:25,IMU1,0.0,0.0,0.0,1.42,-0.92,9.5,-1.44,-8.12,-31.44,0.05,-0.07,0.93,0.35
38696,00:03:25,IMU2,0.0,0.0,0.0,0.61,-2.87,9.38,-17.81,-6.12,-25.25,-0.09,0.12,-0.89,0.42
38696,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38697,00:03:25,IMU1,0.0,0.0,0.0,1.42,-0.92,9.5,-1.44,-8.12,-31.44,0.05,-0.07,0.93,0.35
38697,00:03:25,IMU2,0.0,0.0,0.0,0.61,-2.87,9.38,-17.81,-6.12,-25.25,-0.09,0.12,-0.89,0.42
38697,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.54,-13.31,-32.75,-14.38,0.01,0.05,-0.99,0.16
38698,00:03:25,IMU1,0.0,0.0,0.0,1.42,-0.92,9.5,-1.44,-8.12,-31.44,0.05,-0.07,0.93,0.35
38698,00:03:25,IMU2,0.0,0.0,0.0,0.61,-2.87,9.38,-17.81,-6.12,-25.25,-0.09,0.12,-0.89,0.42
38698,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.54,-12.94,-32.0,-17.94,0.01,0.05,-0.99,0.16
38699,00:03:25,IMU1,0.0,0.0,0.0,1.49,-0.92,9.5,-1.44,-8.12,-31.44,0.05,-0.07,0.93,0.35
38699,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.91,9.31,-17.81,-6.12,-25.25,-0.09,0.12,-0.89,0.42
38699,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.54,-12.94,-32.0,-17.94,0.01,0.05,-0.99,0.16
38700,00:03:25,IMU1,0.0,0.0,0.0,1.49,-0.92,9.5,-2.19,-7.75,-33.06,0.05,-0.07,0.93,0.35
38700,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.91,9.31,-19.25,-4.31,-21.75,-0.09,0.12,-0.89,0.42
38700,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.54,-12.94,-32.0,-17.94,0.01,0.05,-0.99,0.16
38701,00:03:25,IMU1,0.0,0.0,0.0,1.49,-0.92,9.5,-2.19,-7.75,-33.06,0.05,-0.07,0.93,0.35
38701,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.91,9.31,-19.25,-4.31,-21.75,-0.09,0.12,-0.89,0.42
38701,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.54,-12.94,-32.0,-17.94,0.01,0.05,-0.99,0.16
38702,00:03:25,IMU1,0.0,0.0,0.0,1.49,-0.92,9.5,-2.19,-7.75,-33.06,0.05,-0.07,0.93,0.35
38702,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.91,9.31,-19.25,-4.31,-21.75,-0.09,0.12,-0.89,0.42
38702,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.54,-12.94,-32.0,-17.94,0.01,0.05,-0.99,0.16
38703,00:03:25,IMU1,0.0,0.0,0.0,1.49,-0.92,9.5,-2.19,-7.75,-33.06,0.05,-0.07,0.93,0.35
38703,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.91,9.31,-19.25,-4.31,-21.75,-0.09,0.12,-0.89,0.42
38703,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-12.94,-32.0,-17.94,0.01,0.05,-0.99,0.16
38704,00:03:25,IMU1,0.0,0.0,0.0,1.49,-0.92,9.5,-2.19,-7.75,-33.06,0.05,-0.07,0.93,0.35
38704,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.91,9.31,-19.25,-4.31,-21.75,-0.09,0.12,-0.89,0.42
38704,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-14.38,-33.44,-15.19,0.01,0.05,-0.99,0.16
38705,00:03:25,IMU1,0.0,0.0,0.0,1.49,-0.88,9.5,-2.19,-7.75,-33.06,0.05,-0.07,0.93,0.35
38705,00:03:25,IMU2,0.0,0.0,0.0,0.61,-2.87,9.38,-19.25,-4.31,-21.75,-0.09,0.12,-0.89,0.42
38705,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-14.38,-33.44,-15.19,0.01,0.05,-0.99,0.16
38706,00:03:25,IMU1,0.0,0.0,0.0,1.49,-0.88,9.5,-3.69,-7.75,-30.25,0.05,-0.07,0.93,0.35
38706,00:03:25,IMU2,0.0,0.0,0.0,0.61,-2.87,9.38,-19.25,-4.31,-21.75,-0.09,0.12,-0.89,0.42
38706,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-14.38,-33.44,-15.19,0.01,0.05,-0.99,0.16
38711,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-2.19,-9.56,-33.06,0.05,-0.07,0.93,0.35
38711,00:03:25,IMU2,0.0,0.0,0.0,0.61,-2.87,9.38,-18.19,-6.5,-26.38,-0.09,0.12,-0.89,0.42
38711,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-11.88,-32.38,-12.81,0.01,0.05,-0.99,0.16
38712,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-2.19,-9.56,-33.06,0.05,-0.07,0.93,0.35
38712,00:03:25,IMU2,0.0,0.0,0.0,0.61,-2.87,9.38,-18.19,-6.5,-26.38,-0.09,0.12,-0.89,0.42
38712,00:03:25,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-11.88,-32.38,-12.81,0.01,0.05,-0.99,0.16
38713,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-2.19,-9.56,-33.06,0.05,-0.07,0.93,0.35
38713,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-18.19,-6.5,-26.38,-0.09,0.12,-0.89,0.42
38713,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.58,-11.88,-32.38,-12.81,0.01,0.05,-0.99,0.16
38714,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-2.19,-9.56,-33.06,0.05,-0.07,0.93,0.35
38714,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-17.81,-3.62,-26.75,-0.09,0.12,-0.89,0.42
38714,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.58,-13.31,-31.69,-15.56,0.01,0.05,-0.99,0.16
38715,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-2.19,-9.56,-33.06,0.05,-0.07,0.93,0.35
38715,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-17.81,-3.62,-26.75,-0.09,0.12,-0.89,0.42
38715,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.58,-13.31,-31.69,-15.56,0.01,0.05,-0.99,0.16
38716,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-2.19,-9.56,-33.06,0.05,-0.07,0.93,0.35
38716,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-17.81,-3.62,-26.75,-0.09,0.12,-0.89,0.42
38716,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.58,-13.31,-31.69,-15.56,0.01,0.05,-0.99,0.16
38717,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.84,9.46,-2.19,-9.56,-33.06,0.05,-0.07,0.93,0.35
38717,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-17.81,-3.62,-26.75,-0.09,0.12,-0.89,0.42
38717,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.58,-13.31,-31.69,-15.56,0.01,0.05,-0.99,0.16
38718,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.84,9.46,-1.06,-7.38,-30.25,0.05,-0.07,0.93,0.35
38718,00:03:25,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-17.81,-3.62,-26.75,-0.09,0.12,-0.89,0.42
38718,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.58,-13.31,-31.69,-15.56,0.01,0.05,-0.99,0.16
38719,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.84,9.46,-1.06,-7.38,-30.25,0.05,-0.07,0.93,0.35
38719,00:03:25,IMU2,0.0,0.0,0.0,0.73,-2.91,9.38,-17.81,-3.62,-26.75,-0.09,0.12,-0.89,0.42
38719,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.54,-13.31,-31.69,-15.56,0.01,0.05,-0.99,0.16
38720,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.84,9.46,-1.06,-7.38,-30.25,0.05,-0.07,0.93,0.35
38720,00:03:25,IMU2,0.0,0.0,0.0,0.73,-2.91,9.38,-18.88,-6.12,-23.69,-0.09,0.12,-0.89,0.42
38720,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.54,-13.31,-31.69,-15.56,0.01,0.05,-0.99,0.16
38721,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.84,9.46,-1.06,-7.38,-30.25,0.05,-0.07,0.93,0.35
38721,00:03:25,IMU2,0.0,0.0,0.0,0.73,-2.91,9.38,-18.88,-6.12,-23.69,-0.09,0.12,-0.89,0.42
38721,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.54,-13.31,-33.12,-17.12,0.01,0.05,-0.99,0.16
38722,00:03:25,IMU1,0.0,0.0,0.0,1.46,-0.84,9.46,-1.06,-7.38,-30.25,0.05,-0.07,0.93,0.35
38722,00:03:25,IMU2,0.0,0.0,0.0,0.73,-2.91,9.38,-18.88,-6.12,-23.69,-0.09,0.12,-0.89,0.42
38722,00:03:25,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.54,-13.31,-33.12,-17.12,0.01,0.05,-0.99,0.16
38723,00:03:26,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-1.06,-7.38,-30.25,0.05,-0.07,0.93,0.35
38723,00:03:26,IMU2,0.0,0.0,0.0,0.73,-2.91,9.38,-18.88,-6.12,-23.69,-0.09,0.12,-0.89,0.42
38723,00:03:26,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.54,-13.31,-33.12,-17.12,0.01,0.05,-0.99,0.16
38724,00:03:27,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-1.06,-7.38,-30.25,0.05,-0.07,0.93,0.35
38724,00:03:27,IMU2,0.0,0.0,0.0,0.73,-2.91,9.38,-18.88,-6.12,-23.69,-0.09,0.12,-0.89,0.42
38724,00:03:27,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.54,-13.31,-33.12,-17.12,0.01,0.05,-0.99,0.16
38725,00:03:29,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-1.06,-7.38,-30.25,0.05,-0.07,0.93,0.35
38725,00:03:29,IMU2,0.0,0.0,0.0,0.73,-2.91,9.38,-18.88,-6.12,-23.69,-0.09,0.12,-0.89,0.42
38725,00:03:29,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.54,-13.31,-33.12,-17.12,0.01,0.05,-0.99,0.16
38726,00:03:31,IMU1,0.0,0.0,0.0,1.46,-0.92,9.54,-1.06,-7.38,-30.25,0.05,-0.07,0.93,0.35
38726,00:03:31,IMU2,0.0,0.0,0.0,0.73,-2.91,9.38,-18.88,-6.12,-23.69,-0.09,0.12,-0.89,0.42
38726,00:03:31,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.54,-13.31,-33.12,-17.12,0.01,0.05,-0.99,0.16
