Timestamp_us,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,QuatW,QuatX,QuatY,QuatZ
6066000, 4.20,-0.94,-8.78,0.00,0.01,-0.00,7.50,6.69,34.19,0.22,-0.25,-0.94,-0.01
6080675, 4.11,-1.00,-8.87,0.00,0.00,-0.00,7.75,6.25,34.56,0.22,-0.25,-0.94,-0.01
6086454, 4.23,-0.98,-8.84,0.00,0.00,-0.00,7.75,6.25,34.56,0.22,-0.25,-0.94,-0.01
6093982, 4.11,-0.97,-8.82,0.00,-0.00,-0.02,7.75,6.25,34.56,0.22,-0.25,-0.94,-0.01
6098699, 4.11,-0.97,-8.82,0.00,-0.00,-0.02,7.75,6.25,34.56,0.22,-0.25,-0.94,-0.01
6105587, 4.13,-0.92,-8.87,0.00,0.00,-0.01,7.75,6.25,34.56,0.22,-0.25,-0.94,-0.01
6112462, 4.13,-0.92,-8.87,0.00,-0.00,-0.01,7.75,6.25,34.56,0.22,-0.25,-0.94,-0.01
6127717, 4.17,-0.99,-8.83,0.00,-0.00,-0.01,9.00,6.00,33.38,0.22,-0.25,-0.94,-0.01
6135038, 4.16,-0.96,-8.82,0.00,-0.01,-0.01,9.00,6.00,33.38,0.22,-0.25,-0.94,-0.01
6141429, 4.16,-0.96,-8.82,-0.00,0.00,-0.01,9.00,6.00,33.38,0.22,-0.25,-0.94,-0.01
6146903, 4.12,-0.93,-8.84,-0.00,0.00,-0.01,9.00,6.00,33.38,0.22,-0.25,-0.94,-0.01
6154457, 4.15,-0.96,-8.86,0.00,-0.00,0.00,9.00,6.00,33.38,0.22,-0.25,-0.94,-0.01
6160169, 4.15,-0.96,-8.86,0.00,-0.00,0.00,9.00,6.00,33.38,0.22,-0.25,-0.94,-0.01
6176583, 4.16,-0.99,-8.86,-0.00,0.00,0.00,8.56,6.69,34.19,0.22,-0.25,-0.94,-0.01
6184411, 4.16,-0.97,-8.83,0.00,0.00,0.00,8.56,6.69,34.19,0.22,-0.25,-0.94,-0.01
6190057, 4.16,-0.97,-8.83,0.00,0.00,0.00,8.56,6.69,34.19,0.22,-0.25,-0.94,-0.01
6196213, 4.16,-0.94,-8.86,0.00,0.00,0.00,8.56,6.69,34.19,0.22,-0.25,-0.94,-0.01
6203821, 4.16,-0.97,-8.82,0.00,-0.00,0.00,8.56,6.69,34.19,0.22,-0.25,-0.94,-0.01
6208831, 4.16,-0.97,-8.82,0.00,-0.00,0.00,8.56,6.69,34.19,0.22,-0.25,-0.94,-0.01
6215866, 4.15,-0.97,-8.84,0.00,0.00,-0.00,8.56,6.69,34.19,0.22,-0.25,-0.94,-0.01
6230559, 4.15,-0.95,-8.84,0.00,-0.00,-0.01,8.19,5.19,33.38,0.22,-0.25,-0.94,-0.01
6236444, 4.14,-0.93,-8.80,-0.00,0.00,-0.01,8.19,5.19,33.38,0.22,-0.25,-0.94,-0.01
6244238, 4.16,-0.92,-8.83,0.00,0.00,-0.00,8.19,5.19,33.38,0.22,-0.25,-0.94,-0.01
6249295, 4.16,-0.92,-8.83,0.00,0.00,-0.00,8.19,5.19,33.38,0.22,-0.25,-0.94,-0.01
6255955, 4.15,-0.95,-8.83,0.00,0.00,-0.00,8.19,5.19,33.38,0.22,-0.25,-0.94,-0.01
6263328, 4.17,-0.93,-8.83,0.00,-0.00,0.00,8.19,5.19,33.38,0.22,-0.25,-0.94,-0.01
6278147, 4.15,-0.97,-8.84,-0.00,0.00,-0.00,8.56,4.75,33.38,0.22,-0.25,-0.94,-0.01
6285380, 4.17,-0.98,-8.82,0.00,-0.00,0.00,8.56,4.75,33.38,0.22,-0.25,-0.94,-0.01
6291887, 4.17,-0.98,-8.82,0.00,0.00,0.00,8.56,4.75,33.38,0.22,-0.25,-0.94,-0.01
6297221, 4.15,-0.98,-8.81,0.00,0.00,0.00,8.56,4.75,33.38,0.22,-0.25,-0.94,-0.01
6304743, 4.16,-0.95,-8.82,0.00,0.00,-0.01,8.56,4.75,33.38,0.22,-0.25,-0.94,-0.01
6310552, 4.16,-0.95,-8.82,0.00,0.00,-0.01,8.56,4.75,33.38,0.22,-0.25,-0.94,-0.01
6326908, 4.18,-0.95,-8.82,-0.00,-0.00,-0.01,8.19,5.56,33.38,0.22,-0.25,-0.94,-0.01
6334695, 4.16,-0.92,-8.80,0.00,0.00,-0.00,8.19,5.56,33.38,0.22,-0.25,-0.94,-0.01
6340364, 4.16,-0.92,-8.80,0.00,0.00,-0.00,8.19,5.56,33.38,0.22,-0.25,-0.94,-0.01
6346449, 4.15,-0.92,-8.82,0.00,-0.00,-0.01,8.19,5.56,33.38,0.22,-0.25,-0.94,-0.01
6354054, 4.16,-0.95,-8.83,0.00,-0.00,-0.00,8.19,5.56,33.38,0.22,-0.25,-0.94,-0.01
6369296, 4.15,-0.92,-8.83,0.00,0.00,-0.00,8.19,5.56,33.38,0.22,-0.25,-0.94,-0.01
6375546, 4.16,-0.96,-8.84,-0.00,0.00,0.00,9.25,6.25,33.75,0.22,-0.25,-0.94,-0.01
6382243, 4.16,-0.96,-8.84,0.00,0.00,0.00,9.25,6.25,33.75,0.22,-0.25,-0.94,-0.01
6387321, 4.14,-0.96,-8.84,0.00,0.00,0.00,9.25,6.25,33.75,0.22,-0.25,-0.94,-0.01
6394985, 4.16,-0.97,-8.85,0.00,0.00,-0.00,9.25,6.25,33.75,0.22,-0.25,-0.94,-0.01
6400782, 4.16,-0.97,-8.85,0.00,0.00,-0.00,9.25,6.25,33.75,0.22,-0.25,-0.94,-0.01
6416901, 4.15,-0.97,-8.83,-0.00,-0.00,-0.01,9.25,6.25,33.75,0.22,-0.25,-0.94,-0.01
6421350, 4.15,-0.97,-8.83,0.00,-0.00,-0.01,6.75,6.00,33.75,0.22,-0.25,-0.94,-0.01
6426855, 4.16,-0.96,-8.83,0.00,-0.00,-0.01,6.75,6.00,33.75,0.22,-0.25,-0.94,-0.01
6544833, 4.16,-0.95,-8.83,-0.00,-0.00,-0.01,9.00,6.25,31.75,0.22,-0.25,-0.94,-0.01
6550243, 4.16,-0.95,-8.83,-0.00,-0.00,-0.01,9.00,6.25,31.75,0.22,-0.25,-0.94,-0.01
6556530, 4.18,-0.98,-8.81,0.00,-0.00,-0.01,9.00,6.25,31.75,0.22,-0.25,-0.94,-0.01
6564001, 4.14,-0.92,-8.83,-0.00,-0.00,-0.01,9.00,6.25,31.75,0.22,-0.25,-0.94,-0.01
6568444, 4.14,-0.92,-8.83,-0.00,-0.00,-0.01,9.00,6.25,31.75,0.22,-0.25,-0.94,-0.01
6584494, 4.15,-0.96,-8.83,-0.00,0.00,-0.01,9.25,5.56,33.38,0.22,-0.25,-0.94,-0.01
6589575, 4.15,-0.96,-8.83,-0.00,0.00,-0.01,9.25,5.56,33.38,0.22,-0.25,-0.94,-0.01
6596280, 4.17,-0.93,-8.84,0.00,-0.00,-0.01,9.25,5.56,33.38,0.22,-0.25,-0.94,-0.01
6603075, 4.17,-0.93,-8.84,-0.00,-0.00,-0.01,9.25,5.56,33.38,0.22,-0.25,-0.94,-0.01
6607911, 4.15,-0.94,-8.84,-0.00,-0.00,-0.01,9.25,5.56,33.38,0.22,-0.25,-0.94,-0.01
6615606, 4.16,-0.94,-8.81,0.00,0.00,-0.01,9.25,5.56,33.38,0.22,-0.25,-0.94,-0.01
6630254, 4.16,-0.96,-8.82,0.00,-0.00,0.00,8.19,6.00,33.75,0.22,-0.25,-0.94,-0.01
6636665, 4.14,-0.94,-8.84,0.00,-0.00,-0.01,8.19,6.00,33.75,0.22,-0.25,-0.94,-0.01
6644047, 4.16,-0.96,-8.82,0.00,0.00,-0.00,8.19,6.00,33.75,0.22,-0.25,-0.94,-0.01
6648495, 4.16,-0.96,-8.82,0.00,0.00,-0.00,8.19,6.00,33.75,0.22,-0.25,-0.94,-0.01
6655737, 4.17,-0.95,-8.83,-0.00,-0.00,-0.00,8.19,6.00,33.75,0.22,-0.25,-0.94,-0.01
6662496, 4.17,-0.95,-8.83,-0.00,-0.00,-0.00,8.19,6.00,33.75,0.22,-0.25,-0.94,-0.01
6678129, 4.14,-0.97,-8.83,-0.00,0.00,-0.01,8.56,5.56,33.38,0.22,-0.25,-0.94,-0.01
6685685, 4.14,-0.94,-8.80,0.00,-0.00,-0.01,8.56,5.56,33.38,0.22,-0.25,-0.94,-0.01
6691886, 4.14,-0.94,-8.80,0.00,-0.00,-0.00,8.56,5.56,33.38,0.22,-0.25,-0.94,-0.01
6697458, 4.16,-0.91,-8.86,0.00,-0.00,-0.00,8.56,5.56,33.38,0.22,-0.25,-0.94,-0.01
6704987, 4.15,-0.94,-8.82,0.00,-0.00,-0.00,8.56,5.56,33.38,0.22,-0.25,-0.94,-0.01
6720617, 4.16,-0.95,-8.83,0.00,0.00,-0.00,7.75,6.00,33.75,0.22,-0.25,-0.94,-0.01
6726520, 4.15,-0.93,-8.81,0.00,0.00,-0.00,7.75,6.00,33.75,0.22,-0.25,-0.94,-0.01
6733982, 4.18,-0.91,-8.84,-0.00,0.00,-0.00,7.75,6.00,33.75,0.22,-0.25,-0.94,-0.01
6738422, 4.18,-0.91,-8.84,-0.00,0.00,-0.00,7.75,6.00,33.75,0.22,-0.25,-0.94,-0.01
6745855, 4.15,-0.95,-8.83,-0.00,-0.00,-0.00,7.75,6.00,33.75,0.22,-0.25,-0.94,-0.01
6752323, 4.15,-0.95,-8.83,0.00,-0.00,-0.00,7.75,6.00,33.75,0.22,-0.25,-0.94,-0.01
6767891, 4.16,-0.98,-8.81,-0.00,0.00,-0.00,7.75,6.00,33.75,0.22,-0.25,-0.94,-0.01
6773492, 4.16,-0.95,-8.83,-0.00,0.00,-0.00,9.00,5.56,35.25,0.22,-0.25,-0.94,-0.01
6778228, 4.16,-0.95,-8.83,-0.00,0.00,-0.00,9.00,5.56,35.25,0.22,-0.25,-0.94,-0.01
6785731, 4.14,-0.95,-8.80,0.00,0.00,-0.00,9.00,5.56,35.25,0.22,-0.25,-0.94,-0.01
6792153, 4.14,-0.95,-8.80,0.00,0.00,-0.00,9.00,5.56,35.25,0.22,-0.25,-0.94,-0.01
6807835, 4.20,-0.84,-8.78,0.00,0.00,0.00,9.00,5.56,35.25,0.22,-0.25,-0.94,-0.01
6815714, 4.13,-0.81,-8.83,-0.00,-0.01,0.02,9.00,5.56,35.25,0.22,-0.25,-0.94,-0.01
6820160, 4.13,-0.81,-8.83,-0.00,-0.01,0.02,9.00,5.56,35.25,0.22,-0.25,-0.94,-0.01
6835039, 4.12,-0.90,-8.80,-0.00,-0.01,0.01,8.19,6.69,34.56,0.22,-0.25,-0.94,-0.01
6839636, 4.12,-0.90,-8.80,-0.00,-0.01,0.01,8.19,6.69,34.56,0.22,-0.25,-0.94,-0.01
6846419, 4.12,-1.09,-8.88,0.00,0.01,0.01,8.19,6.69,34.56,0.22,-0.25,-0.94,-0.01
6853267, 4.12,-1.09,-8.88,-0.00,-0.01,0.01,8.19,6.69,34.56,0.22,-0.25,-0.94,-0.01
6858135, 4.14,-1.02,-8.89,-0.00,-0.01,0.01,8.19,6.69,34.56,0.22,-0.25,-0.94,-0.01
6865949, 4.13,-0.97,-8.86,-0.00,0.00,0.00,8.19,6.69,34.56,0.22,-0.25,-0.94,-0.01
6880570, 4.17,-0.97,-8.84,-0.00,-0.00,0.01,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
6886864, 4.17,-1.02,-8.84,0.00,0.00,-0.00,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
6894589, 4.16,-0.92,-8.87,-0.00,0.00,-0.01,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
6899271, 4.16,-0.92,-8.87,-0.00,0.00,-0.01,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
6906361, 4.14,-0.93,-8.84,0.00,0.00,-0.00,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
6913097, 4.14,-0.93,-8.84,0.00,0.00,-0.01,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
6928584, 4.15,-0.95,-8.79,0.00,0.00,-0.01,8.19,6.25,34.06,0.22,-0.25,-0.94,-0.01
6936025, 4.16,-0.92,-8.83,0.00,-0.00,-0.01,8.19,6.25,34.06,0.22,-0.25,-0.94,-0.01
6952286, 4.16,-0.92,-8.84,0.00,-0.00,-0.00,8.19,6.25,34.06,0.22,-0.25,-0.94,-0.01
6957820, 4.16,-0.94,-8.83,0.00,-0.00,-0.00,8.19,6.25,34.06,0.22,-0.25,-0.94,-0.01
6965543, 4.17,-0.94,-8.83,0.00,-0.00,-0.00,8.19,6.25,34.06,0.22,-0.25,-0.94,-0.01
6969987, 4.17,-0.94,-8.83,0.00,-0.00,-0.00,8.19,6.25,34.06,0.22,-0.25,-0.94,-0.01
6975964, 4.13,-0.96,-8.82,-0.00,-0.00,0.00,8.56,6.25,34.06,0.22,-0.25,-0.94,-0.01
6992597, 4.16,-0.97,-8.81,0.00,-0.00,0.00,8.56,6.25,34.06,0.22,-0.25,-0.94,-0.01
6997927, 4.15,-0.95,-8.86,0.00,-0.00,0.00,8.56,6.25,34.06,0.22,-0.25,-0.94,-0.01
7005423, 4.15,-0.97,-8.82,0.00,-0.00,0.00,8.56,6.25,34.06,0.22,-0.25,-0.94,-0.01
7011109, 4.15,-0.97,-8.82,0.00,-0.00,0.00,8.56,6.25,34.06,0.22,-0.25,-0.94,-0.01
7017459, 4.13,-0.95,-8.81,0.00,-0.00,0.00,8.56,6.25,34.06,0.22,-0.25,-0.94,-0.01
7032126, 4.14,-0.96,-8.83,0.00,-0.00,-0.00,8.56,5.56,34.88,0.22,-0.25,-0.94,-0.01
7037706, 4.16,-0.94,-8.82,0.00,-0.00,-0.00,8.56,5.56,34.88,0.22,-0.25,-0.94,-0.01
7045353, 4.14,-0.96,-8.83,0.00,-0.00,-0.00,8.56,5.56,34.88,0.22,-0.25,-0.94,-0.01
7050842, 4.14,-0.96,-8.83,0.00,-0.00,-0.00,8.56,5.56,34.88,0.22,-0.25,-0.94,-0.01
7057133, 4.14,-0.98,-8.83,0.00,-0.00,-0.00,8.56,5.56,34.88,0.22,-0.25,-0.94,-0.01
7065014, 4.16,-0.94,-8.82,0.00,0.00,-0.00,8.56,5.56,34.88,0.22,-0.25,-0.94,-0.01
7079696, 4.16,-0.94,-8.84,0.00,-0.00,-0.00,9.25,6.00,33.69,0.22,-0.25,-0.94,-0.01
7086589, 4.16,-0.92,-8.82,-0.00,-0.00,0.00,9.25,6.00,33.69,0.22,-0.25,-0.94,-0.01
7093540, 4.16,-0.92,-8.82,-0.00,-0.00,0.00,9.25,6.00,33.69,0.22,-0.25,-0.94,-0.01
7098374, 4.13,-0.97,-8.87,-0.00,-0.00,0.00,9.25,6.00,33.69,0.22,-0.25,-0.94,-0.01
7105971, 4.15,-0.94,-8.83,0.00,-0.00,0.00,9.25,6.00,33.69,0.22,-0.25,-0.94,-0.01
7112327, 4.15,-0.94,-8.83,-0.00,-0.00,0.00,9.25,6.00,33.69,0.22,-0.25,-0.94,-0.01
7128308, 4.17,-0.88,-8.82,-0.00,-0.00,0.01,8.56,6.25,33.38,0.22,-0.25,-0.94,-0.01
7135998, 4.16,-1.01,-8.81,-0.00,-0.00,0.01,8.56,6.25,33.38,0.22,-0.25,-0.94,-0.01
7142221, 4.16,-1.01,-8.81,-0.00,-0.00,0.00,8.56,6.25,33.38,0.22,-0.25,-0.94,-0.01
7147818, 4.16,-0.95,-8.81,-0.00,-0.00,0.00,8.56,6.25,33.38,0.22,-0.25,-0.94,-0.01
7155300, 4.15,-0.92,-8.80,-0.00,-0.00,-0.00,8.56,6.25,33.38,0.22,-0.25,-0.94,-0.01
7171016, 4.16,-0.91,-8.83,-0.00,-0.01,0.00,8.19,6.25,33.69,0.22,-0.25,-0.94,-0.01
7177249, 4.18,-0.88,-8.82,-0.00,-0.01,0.01,8.19,6.25,33.69,0.22,-0.25,-0.94,-0.01
7184380, 4.08,-0.89,-8.88,-0.01,-0.01,0.02,8.19,6.25,33.69,0.22,-0.25,-0.94,-0.01
7188825, 4.08,-0.89,-8.88,-0.01,-0.01,0.02,8.19,6.25,33.69,0.22,-0.25,-0.94,-0.01
7196284, 4.23,-0.94,-8.74,-0.00,-0.01,0.02,8.19,6.25,33.69,0.22,-0.25,-0.94,-0.01
7202350, 4.23,-0.94,-8.74,-0.01,-0.01,-0.00,8.19,6.25,33.69,0.22,-0.25,-0.94,-0.01
7218188, 4.08,-0.94,-8.86,0.00,-0.00,0.01,8.19,6.25,33.69,0.22,-0.25,-0.94,-0.01
7222631, 4.08,-0.94,-8.86,-0.00,-0.01,0.01,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
7228084, 4.14,-0.98,-8.81,-0.00,-0.01,0.01,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
7235486, 4.14,-0.94,-8.85,-0.00,0.00,-0.01,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
7240716, 4.14,-0.94,-8.85,-0.00,0.00,-0.01,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
7257387, 4.14,-0.92,-8.86,0.00,0.00,-0.00,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
7265188, 4.15,-0.99,-8.81,0.00,0.01,0.00,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
7269631, 4.15,-0.99,-8.81,0.00,0.01,0.00,8.19,6.25,34.88,0.22,-0.25,-0.94,-0.01
7275407, 4.14,-0.99,-8.83,-0.00,0.00,0.00,7.75,6.25,34.50,0.22,-0.25,-0.94,-0.01
7290589, 4.13,-0.98,-8.84,0.00,0.00,0.00,7.75,6.25,34.50,0.22,-0.25,-0.94,-0.01
7297177, 4.14,-0.98,-8.87,-0.00,0.00,-0.00,7.75,6.25,34.50,0.22,-0.25,-0.94,-0.01
7304162, 4.13,-0.95,-8.83,0.00,0.00,0.00,7.75,6.25,34.50,0.22,-0.25,-0.94,-0.01
7308817, 4.13,-0.95,-8.83,0.00,0.00,0.00,7.75,6.25,34.50,0.22,-0.25,-0.94,-0.01
7316428, 4.16,-0.93,-8.82,0.00,0.00,0.01,7.75,6.25,34.50,0.22,-0.25,-0.94,-0.01
7331084, 4.13,-0.96,-8.80,-0.00,0.00,0.01,8.56,6.00,34.06,0.22,-0.25,-0.94,-0.01
7337390, 4.13,-0.97,-8.83,0.00,0.00,0.00,8.56,6.00,34.06,0.22,-0.25,-0.94,-0.01
7344698, 4.15,-0.97,-8.86,0.00,0.00,0.00,8.56,6.00,34.06,0.22,-0.25,-0.94,-0.01
7370767, 4.14,-0.97,-8.82,0.00,-0.00,0.00,8.56,6.00,34.06,0.22,-0.25,-0.94,-0.01
7376766, 4.13,-0.96,-8.82,-0.00,0.00,-0.00,7.50,6.00,34.06,0.22,-0.25,-0.94,-0.01
7383443, 4.13,-0.96,-8.82,0.00,0.00,0.00,7.50,6.00,34.06,0.22,-0.25,-0.94,-0.01
7388547, 4.15,-0.95,-8.85,0.00,0.00,0.00,7.50,6.00,34.06,0.22,-0.25,-0.94,-0.01
7395972, 4.15,-1.02,-8.87,0.00,0.00,0.00,7.50,6.00,34.06,0.22,-0.25,-0.94,-0.01
7401540, 4.15,-1.02,-8.87,0.00,0.00,0.00,7.50,6.00,34.06,0.22,-0.25,-0.94,-0.01
7417871, 4.14,-0.92,-8.83,-0.00,-0.00,-0.01,7.50,6.00,34.06,0.22,-0.25,-0.94,-0.01
7422318, 4.14,-0.92,-8.83,0.00,0.00,-0.01,8.56,6.00,34.50,0.22,-0.25,-0.94,-0.01
7427794, 4.17,-0.95,-8.81,0.00,0.00,-0.01,8.56,6.00,34.50,0.22,-0.25,-0.94,-0.01
7435342, 4.11,-0.95,-8.82,0.00,-0.00,-0.00,8.56,6.00,34.50,0.22,-0.25,-0.94,-0.01
7440115, 4.11,-0.95,-8.82,0.00,-0.00,-0.00,8.56,6.00,34.50,0.22,-0.25,-0.94,-0.01
7457163, 4.14,-0.94,-8.81,0.00,0.00,-0.01,8.56,6.00,34.50,0.22,-0.25,-0.94,-0.01
7464199, 4.15,-0.97,-8.84,0.00,0.00,-0.00,8.56,6.00,34.50,0.22,-0.25,-0.94,-0.01
7469079, 4.15,-0.97,-8.84,0.00,0.00,-0.00,8.56,6.00,34.50,0.22,-0.25,-0.94,-0.01
7474464, 4.14,-0.95,-8.83,0.00,0.00,-0.00,8.19,6.00,33.69,0.22,-0.25,-0.94,-0.01
7489167, 4.15,-0.96,-8.84,-0.00,0.01,-0.00,8.19,6.00,33.69,0.22,-0.25,-0.94,-0.01
7496543, 4.16,-1.00,-8.85,-0.00,0.01,-0.00,8.19,6.00,33.69,0.22,-0.25,-0.94,-0.01
7502750, 4.16,-1.00,-8.85,-0.00,0.00,-0.01,8.19,6.00,33.69,0.22,-0.25,-0.94,-0.01
7508235, 4.13,-1.00,-8.83,-0.00,0.00,-0.01,8.19,6.00,33.69,0.22,-0.25,-0.94,-0.01
7515824, 4.13,-0.98,-8.81,0.00,0.00,-0.01,8.19,6.00,33.69,0.22,-0.25,-0.94,-0.01
7530450, 4.14,-0.99,-8.84,-0.00,0.00,-0.02,9.00,6.00,33.69,0.22,-0.25,-0.94,-0.01
7537162, 4.16,-0.97,-8.82,-0.00,0.01,-0.02,9.00,6.00,33.69,0.22,-0.25,-0.94,-0.01
7543788, 4.16,-0.97,-8.82,0.00,0.00,-0.02,9.00,6.00,33.69,0.22,-0.25,-0.94,-0.01
7548880, 4.16,-0.98,-8.87,0.00,0.00,-0.02,9.00,6.00,33.69,0.22,-0.25,-0.94,-0.01
7556394, 4.11,-0.98,-8.85,0.00,0.00,-0.02,9.00,6.00,33.69,0.22,-0.25,-0.94,-0.01
7562176, 4.11,-0.98,-8.85,0.00,0.00,-0.02,9.00,6.00,33.69,0.22,-0.25,-0.94,-0.01
7578361, 4.16,-0.96,-8.81,0.00,0.00,-0.02,9.00,4.75,32.88,0.22,-0.25,-0.94,-0.01
7586052, 4.15,-0.94,-8.83,0.00,-0.00,-0.02,9.00,4.75,32.88,0.22,-0.25,-0.94,-0.01
7591851, 4.15,-0.94,-8.83,0.00,-0.00,-0.02,9.00,4.75,32.88,0.22,-0.25,-0.94,-0.01
7597925, 4.15,-0.91,-8.85,-0.00,-0.00,-0.02,9.00,4.75,32.88,0.22,-0.25,-0.94,-0.01
7605514, 4.15,-0.94,-8.83,0.00,-0.00,-0.01,9.00,4.75,32.88,0.22,-0.25,-0.94,-0.01
7620830, 4.14,-0.97,-8.84,0.00,0.00,-0.00,9.00,4.75,32.88,0.22,-0.25,-0.94,-0.01
7626714, 4.16,-0.94,-8.82,0.00,0.00,-0.01,7.19,5.56,33.69,0.22,-0.25,-0.94,-0.01
7633310, 4.16,-0.94,-8.82,0.00,0.00,-0.01,7.19,5.56,33.69,0.22,-0.25,-0.94,-0.01
7638631, 4.14,-0.95,-8.81,0.00,0.00,-0.01,7.19,5.56,33.69,0.22,-0.25,-0.94,-0.01
7646101, 4.16,-0.97,-8.84,-0.00,0.00,-0.01,7.19,5.56,33.69,0.22,-0.25,-0.94,-0.01
7651882, 4.16,-0.97,-8.84,-0.00,0.00,-0.01,7.19,5.56,33.69,0.22,-0.25,-0.94,-0.01
7668260, 4.15,-0.97,-8.81,0.00,-0.00,-0.01,7.19,5.56,33.69,0.22,-0.25,-0.94,-0.01
7673135, 4.15,-0.97,-8.81,0.00,-0.00,-0.01,8.56,6.25,33.38,0.22,-0.25,-0.94,-0.01
7678483, 4.15,-0.92,-8.84,0.00,-0.00,-0.01,8.56,6.25,33.38,0.22,-0.25,-0.94,-0.01
7686148, 4.14,-0.93,-8.81,0.00,-0.00,-0.01,8.56,6.25,33.38,0.22,-0.25,-0.94,-0.01
7691840, 4.14,-0.93,-8.81,0.00,-0.00,-0.01,8.56,6.25,33.38,0.22,-0.25,-0.94,-0.01
7697981, 4.15,-0.96,-8.85,0.00,-0.00,-0.00,8.56,6.25,33.38,0.22,-0.25,-0.94,-0.01
7705566, 4.16,-0.94,-8.81,0.00,-0.00,-0.00,8.56,6.25,33.38,0.22,-0.25,-0.94,-0.01
7720676, 4.12,-0.96,-8.83,0.00,-0.01,-0.01,8.56,6.25,33.38,0.22,-0.25,-0.94,-0.01
7726513, 4.14,-0.91,-8.82,0.00,-0.00,-0.01,7.75,6.00,35.25,0.22,-0.25,-0.94,-0.01
7732753, 4.14,-0.91,-8.82,-0.00,-0.00,-0.01,7.75,6.00,35.25,0.22,-0.25,-0.94,-0.01
7738378, 4.17,-0.95,-8.84,-0.00,-0.00,-0.01,7.75,6.00,35.25,0.22,-0.25,-0.94,-0.01
7745798, 4.13,-0.92,-8.86,0.00,-0.00,-0.00,7.75,6.00,35.25,0.22,-0.25,-0.94,-0.01
7761531, 4.14,-0.90,-8.84,-0.00,-0.01,0.01,7.75,6.00,35.25,0.22,-0.25,-0.94,-0.01
7777919, 4.15,-0.93,-8.81,-0.00,-0.00,0.02,8.19,6.69,35.25,0.22,-0.25,-0.94,-0.01
7785664, 4.14,-0.92,-8.83,-0.00,-0.00,0.02,8.19,6.69,35.25,0.22,-0.25,-0.94,-0.01
7790604, 4.14,-0.92,-8.83,-0.00,-0.00,0.02,8.19,6.69,35.25,0.22,-0.25,-0.94,-0.01
7797361, 4.16,-0.95,-8.82,-0.00,-0.01,0.03,8.19,6.69,35.25,0.22,-0.25,-0.94,-0.01
7804226, 4.16,-0.95,-8.82,-0.00,-0.01,0.02,8.19,6.69,35.25,0.22,-0.25,-0.94,-0.01
7819307, 4.14,-0.97,-8.83,-0.00,-0.01,0.03,8.19,6.69,35.25,0.22,-0.25,-0.94,-0.01
7824667, 4.16,-1.02,-8.82,-0.00,-0.00,0.02,7.75,6.69,33.00,0.22,-0.25,-0.94,-0.01
7829329, 4.16,-1.02,-8.82,-0.00,-0.00,0.02,7.75,6.69,33.00,0.22,-0.25,-0.94,-0.01
7836856, 4.14,-1.02,-8.82,-0.00,-0.01,0.01,7.75,6.69,33.00,0.22,-0.25,-0.94,-0.01
7843326, 4.14,-1.02,-8.82,-0.00,-0.00,0.00,7.75,6.69,33.00,0.22,-0.25,-0.94,-0.01
7858919, 4.12,-1.00,-8.83,-0.00,-0.00,-0.00,7.75,6.69,33.00,0.22,-0.25,-0.94,-0.01
7866915, 4.12,-0.97,-8.82,-0.00,-0.00,-0.00,7.75,6.69,33.00,0.22,-0.25,-0.94,-0.01
7871359, 4.12,-0.97,-8.82,-0.00,-0.00,-0.00,7.75,6.69,33.00,0.22,-0.25,-0.94,-0.01
7887540, 4.15,-0.98,-8.84,0.00,-0.00,-0.00,7.75,6.25,34.06,0.22,-0.25,-0.94,-0.01
7894943, 4.12,-0.97,-8.86,-0.00,-0.00,-0.01,7.75,6.25,34.06,0.22,-0.25,-0.94,-0.01
7899403, 4.12,-0.97,-8.86,-0.00,-0.00,-0.01,7.75,6.25,34.06,0.22,-0.25,-0.94,-0.01
7906808, 4.12,-0.96,-8.86,-0.00,0.00,-0.01,7.75,6.25,34.06,0.22,-0.25,-0.94,-0.01
7913127, 4.12,-0.96,-8.86,-0.00,-0.00,-0.01,7.75,6.25,34.06,0.22,-0.25,-0.94,-0.01
7929111, 4.14,-0.99,-8.88,-0.00,0.00,-0.01,9.00,6.00,34.19,0.22,-0.25,-0.94,-0.01
7936807, 4.12,-0.99,-8.84,0.00,0.00,-0.02,9.00,6.00,34.19,0.22,-0.25,-0.94,-0.01
7942966, 4.12,-0.99,-8.84,0.00,0.00,-0.02,9.00,6.00,34.19,0.22,-0.25,-0.94,-0.01
7948564, 4.16,-0.97,-8.86,0.00,0.00,-0.02,9.00,6.00,34.19,0.22,-0.25,-0.94,-0.01
